ndc,drug_name,bg,effective_date,aac
00378692078,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
00904694804,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
16714096301,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
43598035804,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
60219116507,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
60505432701,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
64980041812,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
68462013508,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
71921017820,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
72205003092,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
72603011001,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
75907022404,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
82293000110,ABIRATERONE ACETATE 250 MG TAB,G,2025-05-29 00:00:00,0.74043
00378692191,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
43598046860,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
60219175406,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
60505476406,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
68462088260,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
71921017706,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
72205028560,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
72603011101,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
82293000210,ABIRATERONE ACETATE 500 MG TAB,G,2025-05-29 00:00:00,3.67586
10631011831,ABSORICA 40 MG CAP,B,2021-04-01 00:00:00,39.193
00378633380,ACAMPROSATE CALCIUM 333 MG TAB DR,G,2025-05-29 00:00:00,0.4453
68382056928,ACAMPROSATE CALCIUM 333 MG TAB DR,G,2025-05-29 00:00:00,0.4453
68462043518,ACAMPROSATE CALCIUM 333 MG TAB DR,G,2025-05-29 00:00:00,0.4453
00054014225,ACARBOSE 100 MG TAB,G,2025-05-29 00:00:00,0.20392
62135045590,ACARBOSE 100 MG TAB,G,2025-05-29 00:00:00,0.20392
64380076006,ACARBOSE 100 MG TAB,G,2025-05-29 00:00:00,0.20392
69543012210,ACARBOSE 100 MG TAB,G,2025-05-29 00:00:00,0.20392
00054014025,ACARBOSE 25 MG TAB,G,2025-05-29 00:00:00,0.13988
62135045390,ACARBOSE 25 MG TAB,G,2025-05-29 00:00:00,0.13988
64380075806,ACARBOSE 25 MG TAB,G,2025-05-29 00:00:00,0.13988
69543012010,ACARBOSE 25 MG TAB,G,2025-05-29 00:00:00,0.13988
00054014125,ACARBOSE 50 MG TAB,G,2025-05-29 00:00:00,0.15602
62135045490,ACARBOSE 50 MG TAB,G,2025-05-29 00:00:00,0.15602
64380075906,ACARBOSE 50 MG TAB,G,2025-05-29 00:00:00,0.15602
69543012110,ACARBOSE 50 MG TAB,G,2025-05-29 00:00:00,0.15602
73059000160,ACCRUFER 30 MG CAPSULE,B,2025-05-29 00:00:00,9.6824
53746066901,ACEBUTOLOL 200 MG CAP,G,2025-05-29 00:00:00,0.40384
62559025501,ACEBUTOLOL 200 MG CAP,G,2025-05-29 00:00:00,0.40384
53746067001,ACEBUTOLOL 400 MG CAP,G,2025-05-29 00:00:00,0.48893
62559025601,ACEBUTOLOL 400 MG CAP,G,2025-05-29 00:00:00,0.48893
64950037416,ACETAMINOP-CODEINE 120-12 MG/5,G,2024-11-14 00:00:00,0.39829
00406048301,ACETAMINOPHEN/COD 300/15 MG TAB,G,2025-05-29 00:00:00,0.20678
64380044801,ACETAMINOPHEN/COD 300/15 MG TAB,G,2025-05-29 00:00:00,0.20678
64850064101,ACETAMINOPHEN/COD 300/15 MG TAB,G,2025-05-29 00:00:00,0.20678
71930005412,ACETAMINOPHEN/COD 300/15 MG TAB,G,2025-05-29 00:00:00,0.20678
71930005452,ACETAMINOPHEN/COD 300/15 MG TAB,G,2025-05-29 00:00:00,0.20678
00406048401,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
00406048403,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
00406048410,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
00406048462,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
64380044601,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
64850064201,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
65162003310,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
71930005512,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
71930005552,ACETAMINOPHEN/COD 300/30 MG TAB,G,2025-05-29 00:00:00,0.18966
00406048501,ACETAMINOPHEN/COD 300/60 MG TAB,G,2025-05-29 00:00:00,0.30565
00406048505,ACETAMINOPHEN/COD 300/60 MG TAB,G,2025-05-29 00:00:00,0.30565
13107006001,ACETAMINOPHEN/COD 300/60 MG TAB,G,2025-05-29 00:00:00,0.30565
64380044701,ACETAMINOPHEN/COD 300/60 MG TAB,G,2025-05-29 00:00:00,0.30565
64850064301,ACETAMINOPHEN/COD 300/60 MG TAB,G,2025-05-29 00:00:00,0.30565
71930005612,ACETAMINOPHEN/COD 300/60 MG TAB,G,2025-05-29 00:00:00,0.30565
71930005652,ACETAMINOPHEN/COD 300/60 MG TAB,G,2025-05-29 00:00:00,0.30565
23155028701,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
51672402201,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
52817020010,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
62135060712,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
64380083306,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
70756072011,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
70954003330,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
71930000812,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
72578014901,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
72888004701,ACETAZOLAMIDE 125 MG TAB,G,2025-05-29 00:00:00,0.08128
00904666361,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
23155028801,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
52817020110,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
62135060812,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
63739025701,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
64380083406,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
70756072111,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
71930000912,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
72578015001,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
72888004801,ACETAZOLAMIDE 250 MG TAB,G,2025-05-29 00:00:00,0.08409
16729033101,ACETAZOLAMIDE 500 MG CAP,G,2025-05-29 00:00:00,0.1911
23155012001,ACETAZOLAMIDE 500 MG CAP,G,2025-05-29 00:00:00,0.1911
23155078701,ACETAZOLAMIDE 500 MG CAP,G,2025-05-29 00:00:00,0.1911
29033003001,ACETAZOLAMIDE 500 MG CAP,G,2025-05-29 00:00:00,0.1911
42571024301,ACETAZOLAMIDE 500 MG CAP,G,2025-05-29 00:00:00,0.1911
62135061260,ACETAZOLAMIDE 500 MG CAP,G,2025-05-29 00:00:00,0.1911
69367020901,ACETAZOLAMIDE 500 MG CAP,G,2025-05-29 00:00:00,0.1911
70710159101,ACETAZOLAMIDE 500 MG CAP,G,2025-05-29 00:00:00,0.1911
52817081615,ACETIC ACID 2 % SOLN,G,2025-05-29 00:00:00,0.98
62135080151,ACETIC ACID 2 % SOLN,G,2025-05-29 00:00:00,0.98
00713084909,ACETIC ACID/HYDROCORTISONE 2 %-1 % DROPS,G,2025-05-29 00:00:00,6.229
51672300701,ACETIC ACID/HYDROCORTISONE 2 %-1 % DROPS,G,2025-05-29 00:00:00,6.229
71656006410,ACETIC ACID/HYDROCORTISONE 2 %-1 % DROPS,G,2025-05-29 00:00:00,6.229
00093113556,ACITRETIN 10 MG CAPSULE,G,2025-05-29 00:00:00,3.86337
00115175008,ACITRETIN 10 MG CAPSULE,G,2025-05-29 00:00:00,3.86337
00378702093,ACITRETIN 10 MG CAPSULE,G,2025-05-29 00:00:00,3.86337
42794008008,ACITRETIN 10 MG CAPSULE,G,2025-05-29 00:00:00,3.86337
62332074130,ACITRETIN 10 MG CAPSULE,G,2025-05-29 00:00:00,3.86337
00093113656,ACITRETIN 25 MG CAP,G,2024-05-30 00:00:00,4.45488
00115175308,ACITRETIN 25 MG CAP,G,2024-05-30 00:00:00,4.45488
00378702393,ACITRETIN 25 MG CAP,G,2024-05-30 00:00:00,4.45488
42794008308,ACITRETIN 25 MG CAP,G,2024-05-30 00:00:00,4.45488
62332074330,ACITRETIN 25 MG CAP,G,2024-05-30 00:00:00,4.45488
00023927705,ACULAR LS 0.4% OPHTH SOLN,B,2021-01-01 00:00:00,55.19164
00904578961,ACYCLOVIR 200 MG CAP,G,2025-05-29 00:00:00,0.08321
23155022901,ACYCLOVIR 200 MG CAP,G,2025-05-29 00:00:00,0.08321
61442011401,ACYCLOVIR 200 MG CAP,G,2025-05-29 00:00:00,0.08321
61442011405,ACYCLOVIR 200 MG CAP,G,2025-05-29 00:00:00,0.08321
62135003950,ACYCLOVIR 200 MG CAP,G,2025-05-29 00:00:00,0.08321
69076014601,ACYCLOVIR 200 MG CAP,G,2025-05-29 00:00:00,0.08321
72578000201,ACYCLOVIR 200 MG CAP,G,2025-05-29 00:00:00,0.08321
72578000205,ACYCLOVIR 200 MG CAP,G,2025-05-29 00:00:00,0.08321
00472008216,ACYCLOVIR 200 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.05269
31722068147,ACYCLOVIR 200 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.05269
59651049347,ACYCLOVIR 200 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.05269
62135080347,ACYCLOVIR 200 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.05269
70954018810,ACYCLOVIR 200 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.05269
72205017072,ACYCLOVIR 200 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.05269
72888007917,ACYCLOVIR 200 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.05269
00904579061,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
00904750761,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
23155022701,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
23155022705,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
31722077701,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
31722077705,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
60505530608,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
60687085601,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
68382079101,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
68382079105,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
69367013701,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
69367013705,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
69452029020,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
69452029030,ACYCLOVIR 400 MG TAB,G,2025-05-29 00:00:00,0.07084
00093363020,ACYCLOVIR 5 % CRM (G),G,2025-07-16 00:00:00,10.03385
45802004475,ACYCLOVIR 5 % CRM (G),G,2025-07-16 00:00:00,10.03385
51672136105,ACYCLOVIR 5 % CRM (G),G,2025-07-16 00:00:00,10.03385
62332042305,ACYCLOVIR 5 % CRM (G),G,2025-07-16 00:00:00,10.03385
65162083614,ACYCLOVIR 5 % CRM (G),G,2025-07-16 00:00:00,10.03385
72578010105,ACYCLOVIR 5 % CRM (G),G,2025-07-16 00:00:00,10.03385
00378870006,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
00378870049,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
13668051501,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
13668051502,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
16714088501,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
16714088502,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
51672136002,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
65162083594,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
65162083596,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
68462074617,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
68462074635,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
70700010715,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
70700010716,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
72578008201,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
72578008206,ACYCLOVIR 5% OINTMENT,G,2025-05-29 00:00:00,0.53208
23155022801,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
23155022805,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
31722077801,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
31722077805,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
60687086701,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
62135001950,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
68084010901,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
68382079201,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
68382079205,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
69367013801,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
69367013805,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
69452029120,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
69452029130,ACYCLOVIR 800 MG TAB,G,2025-05-29 00:00:00,0.10733
66302046760,ADCIRCA 20 MG TABLET,B,2019-02-19 00:00:00,66.64358
57844011001,ADDERALL 10 MG TAB,B,2025-01-01 00:00:00,9.35731
57844012001,ADDERALL 20 MG TAB,B,2025-01-01 00:00:00,11.40395
57844013001,ADDERALL 30 MG TAB,B,2025-01-01 00:00:00,11.31559
54092038301,ADDERALL XR 10 MG CAP,B,2025-05-29 00:00:00,6.79303
54092038501,ADDERALL XR 15 MG CAP,B,2024-11-14 00:00:00,6.80452
54092038701,ADDERALL XR 20 MG CAP,B,2025-05-29 00:00:00,6.82946
54092038901,ADDERALL XR 25 MG CAP,B,2024-11-14 00:00:00,6.85232
54092039101,ADDERALL XR 30 MG CAP,B,2025-05-29 00:00:00,6.83653
54092038101,ADDERALL XR 5 MG CAP,B,2023-11-29 00:00:00,6.78714
00173069500,ADVAIR 100-50 DISKUS,B,2025-05-29 00:00:00,2.51376
00173069600,ADVAIR 250-50 DISKUS,B,2025-05-29 00:00:00,3.13306
00173069700,ADVAIR 500-50 DISKUS,B,2025-05-29 00:00:00,4.31621
00173069704,ADVAIR 500-50 DISKUS,B,2025-05-29 00:00:00,4.31621
00173071620,ADVAIR HFA 115-21 MCG INHALER,B,2025-05-29 00:00:00,25.75068
00173071622,ADVAIR HFA 115-21 MCG INHALER,B,2025-05-29 00:00:00,25.75068
00173071720,ADVAIR HFA 230-21 MCG INHALER,B,2025-05-29 00:00:00,35.46565
00173071722,ADVAIR HFA 230-21 MCG INHALER,B,2025-05-29 00:00:00,35.46565
00173071520,ADVAIR HFA 45-21 MCG INHALER,B,2025-05-29 00:00:00,20.26169
00173071522,ADVAIR HFA 45-21 MCG INHALER,B,2025-05-29 00:00:00,20.26169
70165002030,ADZENYS XR-ODT 12.5 MG TABLET,B,2025-05-29 00:00:00,17.00032
70165002530,ADZENYS XR-ODT 15.7 MG TABLET,B,2025-05-29 00:00:00,16.94068
70165003030,ADZENYS XR-ODT 18.8 MG TABLET,B,2025-05-29 00:00:00,16.87739
70165000530,ADZENYS XR-ODT 3.1 MG TABLET,B,2025-04-01 00:00:00,16.80509
70165001030,ADZENYS XR-ODT 6.3 MG TABLET,B,2025-05-29 00:00:00,16.88833
70165001530,ADZENYS XR-ODT 9.4 MG TABLET,B,2025-05-29 00:00:00,16.80113
55513084301,AIMOVIG 140 MG/ML AUTOINJECTOR,B,2025-05-29 00:00:00,748.93057
55513084101,AIMOVIG 70 MG/ML AUTOINJECTOR,B,2025-05-29 00:00:00,748.69135
00310908012,AIRSUPRA 90-80 MCG INHALER,B,2025-05-29 00:00:00,44.44886
51759020210,AJOVY 225 MG/1.5 ML AUTOINJECT,B,2025-05-29 00:00:00,487.80973
51759020410,AJOVY 225 MG/1.5 ML SYRINGE,B,2025-05-29 00:00:00,489.2675
00591271202,ALBENDAZOLE 200 MG TABLET,G,2025-05-29 00:00:00,4.98192
42799011002,ALBENDAZOLE 200 MG TABLET,G,2025-05-29 00:00:00,4.98192
43598045202,ALBENDAZOLE 200 MG TABLET,G,2025-05-29 00:00:00,4.98192
72205005108,ALBENDAZOLE 200 MG TABLET,G,2025-05-29 00:00:00,4.98192
00054074287,ALBUTEROL HFA 90 MCG INHALER,G,2023-02-01 00:00:00,2.60506
00093317431,ALBUTEROL HFA 90 MCG INHALER,G,2023-02-01 00:00:00,2.81675
00781729685,ALBUTEROL HFA 90 MCG INHALER,G,2023-02-01 00:00:00,2.60506
45802008801,ALBUTEROL HFA 90 MCG INHALER,G,2025-05-28 00:00:00,2.03398
60687066291,ALBUTEROL HFA 90 MCG INHALER,G,2023-02-01 00:00:00,2.60506
66993001968,ALBUTEROL HFA 90 MCG INHALER,G,2023-02-01 00:00:00,1.73415
68180096301,ALBUTEROL HFA 90 MCG INHALER,G,2025-04-30 00:00:00,2.03398
69097014260,ALBUTEROL HFA 90 MCG INHALER,G,2023-02-01 00:00:00,2.60506
62135018941,ALBUTEROL SULF 2 MG/5 ML SYRP,G,2025-05-29 00:00:00,0.03614
62135018947,ALBUTEROL SULF 2 MG/5 ML SYRP,G,2025-05-29 00:00:00,0.03614
70752010212,ALBUTEROL SULF 2 MG/5 ML SYRP,G,2025-05-29 00:00:00,0.03614
53489017601,ALBUTEROL SULFATE 2 MG TAB,G,2019-10-23 00:00:00,2.32763
62135067190,ALBUTEROL SULFATE 2 MG TAB,G,2019-10-23 00:00:00,2.32763
64980044201,ALBUTEROL SULFATE 2 MG TAB,G,2019-10-23 00:00:00,2.32763
68084094925,ALBUTEROL SULFATE 2 MG TAB,G,2019-10-23 00:00:00,2.32763
69238134401,ALBUTEROL SULFATE 2 MG TAB,G,2019-10-23 00:00:00,2.32763
70710106101,ALBUTEROL SULFATE 2 MG TAB,G,2019-10-23 00:00:00,2.32763
53489017701,ALBUTEROL SULFATE 4 MG TAB,G,2025-05-29 00:00:00,0.14648
62135067290,ALBUTEROL SULFATE 4 MG TAB,G,2025-05-29 00:00:00,0.14648
64980044301,ALBUTEROL SULFATE 4 MG TAB,G,2025-05-29 00:00:00,0.14648
69238134501,ALBUTEROL SULFATE 4 MG TAB,G,2025-05-29 00:00:00,0.14648
70710106201,ALBUTEROL SULFATE 4 MG TAB,G,2025-05-29 00:00:00,0.14648
51672130601,ALCLOMETASONE DIP 0.05% CRM,G,2024-11-14 00:00:00,0.46619
51672130603,ALCLOMETASONE DIP 0.05% CRM,G,2024-11-14 00:00:00,0.46619
51672130606,ALCLOMETASONE DIP 0.05% CRM,G,2024-11-14 00:00:00,0.46619
51672131603,ALCLOMETASONE DIP 0.05% OINT,G,2024-11-14 00:00:00,0.43312
00025100131,ALDACTONE 25 MG TAB,B,2025-01-01 00:00:00,2.67847
16714063101,ALENDRONATE SODIUM 10 MG TAB,G,2025-05-29 00:00:00,0.09529
16714063102,ALENDRONATE SODIUM 10 MG TAB,G,2025-05-29 00:00:00,0.09529
64980034001,ALENDRONATE SODIUM 10 MG TAB,G,2025-05-29 00:00:00,0.09529
64980034003,ALENDRONATE SODIUM 10 MG TAB,G,2025-05-29 00:00:00,0.09529
16714063201,ALENDRONATE SODIUM 35 MG TAB,G,2025-05-29 00:00:00,0.26365
16714063202,ALENDRONATE SODIUM 35 MG TAB,G,2025-05-29 00:00:00,0.26365
64980034114,ALENDRONATE SODIUM 35 MG TAB,G,2025-05-29 00:00:00,0.26365
69097022316,ALENDRONATE SODIUM 35 MG TAB,G,2025-05-29 00:00:00,0.26365
69097022376,ALENDRONATE SODIUM 35 MG TAB,G,2025-05-29 00:00:00,0.26365
16714063301,ALENDRONATE SODIUM 70 MG TAB,G,2025-05-29 00:00:00,0.21138
16714063302,ALENDRONATE SODIUM 70 MG TAB,G,2025-05-29 00:00:00,0.21138
64980034201,ALENDRONATE SODIUM 70 MG TAB,G,2025-05-29 00:00:00,0.21138
64980034214,ALENDRONATE SODIUM 70 MG TAB,G,2025-05-29 00:00:00,0.21138
65862032904,ALENDRONATE SODIUM 70 MG TAB,G,2025-05-29 00:00:00,0.21138
69097022416,ALENDRONATE SODIUM 70 MG TAB,G,2025-05-29 00:00:00,0.21138
69097022476,ALENDRONATE SODIUM 70 MG TAB,G,2025-05-29 00:00:00,0.21138
29300015501,ALFUZOSIN HCL 10 MG TAB ER 24H,G,2025-05-29 00:00:00,0.10466
29300015519,ALFUZOSIN HCL 10 MG TAB ER 24H,G,2025-05-29 00:00:00,0.10466
57237011490,ALFUZOSIN HCL 10 MG TAB ER 24H,G,2025-05-29 00:00:00,0.10466
60505285009,ALFUZOSIN HCL 10 MG TAB ER 24H,G,2025-05-29 00:00:00,0.10466
49884042511,ALISKIREN 300 MG TABLET,G,2025-05-29 00:00:00,5.15837
66993014230,ALISKIREN 300 MG TABLET,G,2025-05-29 00:00:00,5.15837
49884042411,ALISKIREN HEMIFUMARATE 150 MG TAB,G,2025-05-29 00:00:00,3.39317
66993014130,ALISKIREN HEMIFUMARATE 150 MG TAB,G,2025-05-29 00:00:00,3.39317
00378013701,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
00378013710,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
00591554301,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
00591554310,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
00603211521,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
00603211532,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
00904704161,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
16571088309,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
16571088310,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
16714057601,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
16714057602,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
16714057603,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
16714057604,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
23155069301,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
23155069310,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
29300034901,ALLOPURINOL 100 MG TAB,G,2025-05-29 00:00:00,0.03586
